交通类型代码,交通类型中文,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,地铁,227,13.730059927,100.559852647,88
1,地铁,227,13.731752442,100.559773123,89
1,地铁,227,13.732630297,100.559762278,90
1,地铁,227,13.732833959,100.559783967,91
1,地铁,227,13.733311511,100.559914098,92
1,地铁,227,13.733750437,100.560134597,93
1,地铁,227,13.734659887,100.560770793,94
1,地铁,227,13.735028583,100.560973219,95
1,地铁,227,13.735235754,100.561045514,96
1,地铁,227,13.735913449,100.561186489,97
1,地铁,227,13.737483025,100.561482898,98
1,地铁,227,13.73766031770632,100.56151257295085,99
1,地铁,227,13.737660318,100.561512573,100
1,地铁,227,13.739491505,100.56181907,101
1,地铁,227,13.74033773,100.561902209,102
1,地铁,227,13.741131282,100.561931127,103
1,地铁,227,13.743269648,100.562097405,104
1,地铁,227,13.74344521,100.562129938,105
1,地铁,227,13.745959255,100.562701068,106
1,地铁,227,13.748641809,100.563297501,107
1,地铁,227,13.74933731,100.563459823,108
1,地铁,227,13.749337310274893,100.56345982306416,109
1,地铁,227,13.751429667,100.563948156,110
1,地铁,227,13.75518655,100.564775933,111
1,地铁,227,13.756910484,100.565188014,112
1,地铁,227,13.75735080474039,100.56527678994766,113
1,地铁,227,13.757350805,100.56527679,114
1,地铁,227,13.757753135,100.565357907,115
1,地铁,227,13.759789529,100.565860357,116
1,地铁,227,13.760691856,100.566207373,117
1,地铁,227,13.761144774,100.56645679,118
1,地铁,227,13.761695999,100.566789347,119
1,地铁,227,13.762658006,100.567497837,120
1,地铁,227,13.765277172,100.569529325,121
1,地铁,227,13.766375948,100.570410602,122
1,地铁,227,13.766375948102706,100.57041060208238,123
1,地铁,227,13.768756474,100.57231991,124
1,地铁,227,13.769205866,100.57261632,125
1,地铁,227,13.770097625,100.57303563,126
1,地铁,227,13.770638296,100.573194679,127
1,地铁,227,13.771056086,100.573299507,128
1,地铁,227,13.771663461,100.573357343,129
1,地铁,227,13.776410056,100.573556154,130
1,地铁,227,13.778668119553576,100.57366706997807,131
1,地铁,227,13.77866812,100.57366707,132
1,地铁,227,13.782150077,100.573838104,133
1,地铁,227,13.785060407,100.57397185,134
1,地铁,227,13.787998786,100.574091136,135
1,地铁,227,13.790068924,100.574183128,136
1,地铁,227,13.790068924,100.574183128,137
1,地铁,227,13.790845853,100.574217653,138
1,地铁,227,13.796589031,100.574514062,139
1,地铁,227,13.798852504,100.574598918,140
1,地铁,227,13.798852504318033,100.57459891801193,141
1,地铁,227,13.799481629,100.574622504,142
1,地铁,227,13.802293452,100.574806856,143
1,地铁,227,13.803272844,100.574879151,144
1,地铁,227,13.804403175,100.574915299,145
1,地铁,227,13.804497955,100.574908069,146
1,地铁,227,13.804775271,100.574864692,147
1,地铁,227,13.805133325,100.57474902,148
1,地铁,227,13.805386068,100.574582742,149
1,地铁,227,13.805593177,100.574373087,150
1,地铁,227,13.805761673,100.574156202,151
1,地铁,227,13.806049518,100.573664596,152
1,地铁,227,13.806472604,100.572922857,153
1,地铁,227,13.80647260410116,100.57292285682264,154
1,地铁,227,13.807028894,100.571947591,155
1,地铁,227,13.807962632,100.570259504,156
1,地铁,227,13.810823496,100.565151866,157
1,地铁,227,13.812192487,100.562654076,158
1,地铁,227,13.81318348,100.560920577,159
1,地铁,227,13.813183480175855,100.56092057669238,160
1,地铁,227,13.813508816,100.560351482,161
1,地铁,227,13.813610612,100.560055073,162
1,地铁,227,13.813663265,100.559841803,163
1,地铁,227,13.813680816,100.559628533,164
1,地铁,227,13.813670285,100.559310435,165
1,地铁,227,13.813596571,100.55894896,166
1,地铁,227,13.813501796,100.55874292,167
1,地铁,227,13.813298204,100.558435666,168
1,地铁,227,13.813084081,100.558186249,169
1,地铁,227,13.812855918,100.558001896,170
1,地铁,227,13.81256106,100.557857307,171
1,地铁,227,13.812308324,100.557763323,172
1,地铁,227,13.810862109,100.557423537,173
1,地铁,227,13.809496621,100.55701507,174
1,地铁,227,13.8085664,100.556660825,175
1,地铁,227,13.806765621,100.555720991,176
1,地铁,227,13.805656363,100.555128172,177
1,地铁,227,13.804073203,100.554231715,178
1,地铁,227,13.802848407,100.553591648,179
1,地铁,227,13.802848406878827,100.55359164793667,180
1,地铁,227,13.801264912,100.552764128,181
1,地铁,227,13.799569389,100.551827908,182
1,地铁,227,13.798709337,100.551444745,183
1,地铁,227,13.798059907,100.551097729,184
1,地铁,227,13.797954594,100.550974828,185
1,地铁,227,13.797845771,100.550754328,186
1,地铁,227,13.797803645,100.550573591,187
1,地铁,227,13.797782583,100.550356706,188
1,地铁,227,13.797708472,100.548173494,189
1,地铁,227,13.797708471988045,100.54817349364778,190
1,地铁,227,13.797701843,100.547978202,191
1,地铁,227,13.797687801,100.546723885,192
1,地铁,227,13.797803645,100.546188902,193
1,地铁,227,13.797982678,100.545856346,194
1,地铁,227,13.798151178,100.545671994,195
1,地铁,227,13.798533815,100.545310519,196
1,地铁,227,13.799000702,100.544967118,197
1,地铁,227,13.799520243,100.544710471,198
1,地铁,227,13.800496136,100.544273086,199
1,地铁,227,13.800920893,100.543954989,200
1,地铁,227,13.801212256,100.543607973,201
1,地铁,227,13.801401817,100.543311564,202
1,地铁,227,13.801749344,100.542566926,203
1,地铁,227,13.802388232,100.541034273,204
1,地铁,227,13.802872663,100.540000455,205
1,地铁,227,13.803210957778317,100.5392394334987,206
1,地铁,227,13.803210958,100.539239433,207
1,地铁,227,13.803557182,100.538460573,208
1,地铁,227,13.804062672,100.537444829,209
1,地铁,227,13.805091201,100.53549648,210
1,地铁,227,13.805375537,100.534863899,211
1,地铁,227,13.80562828,100.534068655,212
1,地铁,227,13.805814327,100.53342523,213
1,地铁,227,13.805898575,100.532901092,214
1,地铁,227,13.805982822,100.532232363,215
1,地铁,227,13.806197246,100.530808205,216
1,地铁,1822,13.806129949,100.53079784,1
1,地铁,1822,13.806265513,100.530286878,2
1,地铁,1822,13.806364493,100.529715568,3
1,地铁,1822,13.806416587,100.529290438,4
1,地铁,1822,13.806455657,100.526038259,5
1,地铁,1822,13.806459565,100.523512959,6
1,地铁,1822,13.806476472,100.521020606,7
1,地铁,1822,13.806476472077069,100.52102059446648,8
1,地铁,1822,13.806476495,100.521017164,9
1,地铁,1822,13.80647389,100.520420372,10
1,地铁,1822,13.806425703,100.519772619,11
1,地铁,1822,13.805676847,100.516671985,12
1,地铁,1822,13.805089482,100.514567792,13
1,地铁,1822,13.804745657,100.51339969,14
1,地铁,1822,13.804203872,100.512486398,15
1,地铁,1822,13.803740228,100.512066633,16
1,地铁,1822,13.803284398,100.511798412,17
1,地铁,1822,13.801946856,100.511498004,18
1,地铁,1822,13.801558746,100.511385351,19
1,地铁,1822,13.800729126,100.511033982,20
1,地铁,1822,13.799882572,100.510402322,21
1,地铁,1822,13.79889796,100.509686172,22
1,地铁,1822,13.798897249,100.509685643,23
1,地铁,1822,13.798897249,100.509685643,24
1,地铁,1822,13.792355237,100.504811838,25
1,地铁,1822,13.792355237,100.504811838,26
1,地铁,1822,13.790428308,100.503376275,27
1,地铁,1822,13.789922958,100.502854586,28
1,地铁,1822,13.789491847,100.502257794,29
1,地铁,1822,13.789059433,100.501638204,30
1,地铁,1822,13.785812393,100.496410578,31
1,地铁,1822,13.783587871,100.493004893,32
1,地铁,1822,13.783587871,100.493004893,33
1,地铁,1822,13.783131891,100.492306799,34
1,地铁,1822,13.781084373,100.488905758,35
1,地铁,1822,13.780808243,100.488476604,36
1,地铁,1822,13.780520391,100.488066226,37
1,地铁,1822,13.780044977,100.487552583,38
1,地铁,1822,13.777437206,100.485342718,39
1,地铁,1822,13.77743720571201,100.48534271775596,40
1,地铁,1822,13.77635756,100.48442781,41
1,地铁,1822,13.774734609,100.483330786,42
1,地铁,1822,13.773550603,100.482409447,43
1,地铁,1822,13.772298858,100.481407642,44
1,地铁,1822,13.771256818,100.48028782,45
1,地铁,1822,13.770158764,100.479236394,46
1,地铁,1822,13.769045073,100.478193015,47
1,地铁,1822,13.767894905,100.477235466,48
1,地铁,1822,13.766701747,100.476260483,49
1,地铁,1822,13.763222534,100.473247021,50
1,地铁,1822,13.763219426727865,100.47324429163935,51
1,地铁,1822,13.763219426,100.473244291,52
1,地铁,1822,13.761590374,100.471813381,53
1,地铁,1822,13.759273025,100.469887555,54
1,地铁,1822,13.758930436,100.469643474,55
1,地铁,1822,13.758465399,100.46939671,56
1,地铁,1822,13.758049862,100.469271988,57
1,地铁,1822,13.757604363,100.469221026,58
1,地铁,1822,13.755219237,100.469403416,59
1,地铁,1822,13.755209401,100.469404203,60
1,地铁,1822,13.755209401,100.469404203,61
1,地铁,1822,13.751446755,100.469705164,62
1,地铁,1822,13.743871646,100.470406562,63
1,地铁,1822,13.740058416,100.470768607,64
1,地铁,1822,13.740058415829134,100.47076860701623,65
1,地铁,1822,13.735876807,100.471165627,66
1,地铁,1822,13.735276239,100.471303761,67
1,地铁,1822,13.734598806,100.471577346,68
1,地铁,1822,13.7328974,100.472494662,69
1,地铁,1822,13.729399446,100.474310517,70
1,地铁,1823,13.729375996,100.474327952,1
1,地铁,1823,13.733374212,100.472241193,2
1,地铁,1823,13.734712146,100.47153309,3
1,地铁,1823,13.735268423,100.471309125,4
1,地铁,1823,13.735824697,100.471169651,5
1,地铁,1823,13.740058591836984,100.47076991928367,6
1,地铁,1823,13.747657277,100.47005251,7
1,地铁,1823,13.751440242,100.469707847,8
1,地铁,1823,13.75520987079865,100.46940925157904,9
1,地铁,1823,13.757603061,100.469219685,10
1,地铁,1823,13.75805377,100.469273329,11
1,地铁,1823,13.75847061,100.469398052,12
1,地铁,1823,13.758916107,100.469630063,13
1,地铁,1823,13.759455392,100.470004231,14
1,地铁,1823,13.7613038,100.471565276,15
1,地铁,1823,13.76322375358931,100.47323838531045,16
1,地铁,1823,13.765205079,100.474964976,17
1,地铁,1823,13.767175885,100.47665745,18
1,地铁,1823,13.769065914,100.47819972,19
1,地铁,1823,13.771144799,100.480173826,20
1,地铁,1823,13.771345392,100.480373651,21
1,地铁,1823,13.772306674,100.481414348,22
1,地铁,1823,13.774653852,100.483271778,23
1,地铁,1823,13.776327602,100.484405011,24
1,地铁,1823,13.77743923393936,100.48534007949888,25
1,地铁,1823,13.779245239,100.486859232,26
1,地铁,1823,13.780069725,100.487567335,27
1,地铁,1823,13.780534718,100.488083661,28
1,地铁,1823,13.780848621,100.488518178,29
1,地铁,1823,13.783083699,100.492222309,30
1,地铁,1823,13.783587270290573,100.49300498765601,31
1,地铁,1823,13.783837838,100.493394434,32
1,地铁,1823,13.784610209,100.494561195,33
1,地铁,1823,13.785613115,100.496098101,34
1,地铁,1823,13.787573329,100.49925372,35
1,地铁,1823,13.788581432,100.500853658,36
1,地铁,1823,13.788929188,100.501424968,37
1,地铁,1823,13.789908631,100.502837151,38
1,地铁,1823,13.790374907,100.503332019,39
1,地铁,1823,13.79234791862299,100.50482184526622,40
1,地铁,1823,13.792348105,100.504821986,41
1,地铁,1823,13.795628917,100.507258773,42
1,地铁,1823,13.798089169,100.509074628,43
1,地铁,1823,13.798499426,100.509389788,44
1,地铁,1823,13.798900840483672,100.50967888227032,45
1,地铁,1823,13.798937032,100.509704947,46
1,地铁,1823,13.800714799,100.511020571,47
1,地铁,1823,13.801502743,100.511369258,48
1,地铁,1823,13.802859823,100.511709899,49
1,地铁,1823,13.803257048,100.511794388,50
1,地铁,1823,13.803664691,100.512008965,51
1,地铁,1823,13.804185639,100.512481034,52
1,地铁,1823,13.804737843,100.513392985,53
1,地铁,1823,13.805038689,100.514354557,54
1,地铁,1823,13.805818804,100.517266095,55
1,地铁,1823,13.806421796,100.519780666,56
1,地铁,1823,13.806484309,100.520547777,57
1,地铁,1823,13.806481034766929,100.52102065314902,58
1,地铁,1823,13.806432215,100.528071374,59
1,地铁,1823,13.806416587,100.52929312,60
1,地铁,1823,13.806356678,100.529796034,61
1,地铁,1823,13.806170441,100.530800521,62
1,地铁,1834,13.710850952,100.409520417,1
1,地铁,1834,13.711871112,100.422374904,2
1,地铁,1834,13.711871112012856,100.4223749041455,3
1,地铁,1834,13.712934261991865,100.43440863490792,4
1,地铁,1834,13.712934262,100.434408635,5
1,地铁,1834,13.713146631,100.437235683,6
1,地铁,1834,13.713288644,100.438686758,7
1,地铁,1834,13.713671689,100.440041274,8
1,地铁,1834,13.715459760247029,100.4455990566214,9
1,地铁,1834,13.715463133,100.44560954,10
1,地铁,1834,13.717941166,100.452890396,11
1,地铁,1834,13.71908767,100.454955697,12
1,地铁,1834,13.720193781,100.457212776,13
1,地铁,1835,13.720193781,100.457212776,1
1,地铁,1835,13.724607751,100.465250015,2
1,地铁,1835,13.724607751166593,100.46525001529663,3
1,地铁,1835,13.72957545489395,100.4740955961515,4
1,地铁,1835,13.729660003,100.474246144,5
1,地铁,1835,13.731420058,100.47730118,6
1,地铁,1835,13.732072747,100.477985144,7
1,地铁,1835,13.732893492,100.478474647,8
1,地铁,1835,13.73661286,100.48083365,9
1,地铁,1835,13.737118325,100.481879711,10
1,地铁,1835,13.73838245348589,100.48496561442403,11
1,地铁,1835,13.738525283,100.48531428,12
1,地铁,1835,13.743384434,100.494842827,13
1,地铁,1835,13.743384434,100.494842827,14
1,地铁,1835,13.746410605,100.501274765,15
1,地铁,1835,13.747050226,100.502607822,16
1,地铁,1835,13.74704241,100.502909571,17
1,地铁,1835,13.7469408,100.503168404,18
1,地铁,1835,13.746940799956949,100.50316840406067,19
1,地铁,1835,13.742316211025557,100.50968617196398,20
1,地铁,1835,13.742316211,100.509686172,21
1,地铁,1835,13.739927021,100.51331386,22
1,地铁,1835,13.738617777,100.515266508,23
1,地铁,1835,13.73801461,100.516151637,24
1,地铁,1835,13.737621412,100.517111571,25
1,地铁,1835,13.73762141192173,100.51711157118508,26
1,地铁,1835,13.732429706,100.529388338,27
1,地铁,1835,13.73242622251182,100.52939668788409,28
1,地铁,1835,13.729145331225878,100.53726094937561,29
1,地铁,1835,13.729114136,100.537335724,30
1,地铁,1835,13.725285213,100.546435118,31
1,地铁,1835,13.72527773277091,100.54646034882185,32
1,地铁,1835,13.724687223,100.548452139,33
1,地铁,1835,13.722291547,100.553985271,34
1,地铁,1835,13.722291546888092,100.55398527127319,35
1,地铁,1835,13.720875164,100.557442904,36
1,地铁,1835,13.720711007,100.557943135,37
1,地铁,1835,13.720692767,100.558452755,38
1,地铁,1835,13.720826959,100.558951646,39
1,地铁,1835,13.721053652,100.559396893,40
1,地铁,1835,13.721475769,100.559737533,41
1,地铁,1835,13.721934365,100.560019165,42
1,地铁,1835,13.722755633695458,100.56028018288636,43
1,地铁,1835,13.724018879,100.560681671,44
1,地铁,1835,13.724856588,100.560586452,45
1,地铁,1835,13.726698756,100.560311526,46
1,地铁,1835,13.730560225,100.559824705,47
1,地铁,1835,13.731777018,100.55975765,48
1,地铁,1835,13.732910428,100.559796542,49
1,地铁,1835,13.733741591,100.560135841,50
1,地铁,1835,13.734426843,100.560625345,51
1,地铁,1835,13.735169413,100.560987443,52
1,地铁,1835,13.735932826,100.56125164,53
1,地铁,1835,13.73765766,100.561527908,54
1,地铁,1835,13.737658924880582,100.56152809385463,55
1,地铁,1835,13.740596622,100.561959743,56
1,地铁,1835,13.743556392,100.562241375,57
1,地铁,1835,13.749330410851389,100.56348938496788,58
1,地铁,1835,13.749330411,100.563489385,59
1,地铁,1835,13.757346212923677,100.56529956498277,60
1,地铁,1835,13.757346213,100.565299565,61
1,地铁,1835,13.759614311,100.565760434,62
1,地铁,1835,13.760300789,100.566005856,63
1,地铁,1835,13.76091432,100.566268712,64
1,地铁,1835,13.761486165,100.566638857,65
1,地铁,1835,13.762567327,100.567399263,66
1,地铁,1835,13.766350296,100.570442585,67
1,地铁,1835,13.76635029605947,100.57044258504541,68
1,地铁,1835,13.768992971,100.572460592,69
1,地铁,1835,13.770397132,100.573148578,70
1,地铁,1835,13.771927632,100.57340607,71
1,地铁,1835,13.778672431502766,100.57357928598722,72
1,地铁,1835,13.778672432,100.573579286,73
1,地铁,1835,13.790071389780445,100.57412762998945,74
1,地铁,1835,13.79007139,100.57412763,75
1,地铁,1835,13.798852429557632,100.57460091197615,76
1,地铁,1835,13.79885243,100.574600912,77
1,地铁,1835,13.804611513,100.574873239,78
1,地铁,1835,13.804935802,100.574782044,79
1,地铁,1835,13.805261394,100.574625134,80
1,地铁,1835,13.80576671,100.574161112,81
1,地铁,1835,13.806454064936705,100.572912282115,82
1,地铁,1835,13.806454065,100.572912282,83
1,地铁,1835,13.81315174,100.560902432,84
1,地铁,1835,13.8131517401232,100.56090243177347,85
1,地铁,1835,13.813614601,100.560051352,86
1,地铁,1835,13.813690136,100.559561849,87
1,地铁,1835,13.813640648,100.55919975,88
1,地铁,1835,13.813480463,100.558747798,89
1,地铁,1835,13.813217394,100.558294505,90
1,地铁,1835,13.812714699,100.557980686,91
1,地铁,1835,13.812212002,100.557774156,92
1,地铁,1835,13.810429113,100.557314157,93
1,地铁,1835,13.809484919,100.557041913,94
1,地铁,1835,13.808625373,100.556628853,95
1,地铁,1835,13.803276584,100.553524196,96
1,地铁,1835,13.80299623707863,100.55335889879352,97
1,地铁,1835,13.799921643,100.551546067,98
1,地铁,1835,13.799161045,100.551025718,99
1,地铁,1835,13.798556731,100.550247878,100
1,地铁,1835,13.798285832,100.549293011,101
1,地铁,1835,13.798245458,100.54819867,102
1,地铁,1835,13.798241617702692,100.54814048416092,103
1,地铁,1835,13.798154289,100.546817333,104
1,地铁,1835,13.798192059,100.546094477,105
1,地铁,1835,13.798377,100.545541942,106
1,地铁,1835,13.798818514,100.544974655,107
1,地铁,1835,13.799374638,100.544600487,108
1,地铁,1835,13.800436088,100.544172674,109
1,地铁,1835,13.800759081,100.543987602,110
1,地铁,1835,13.801083375,100.543748885,111
1,地铁,1835,13.801532698,100.543164164,112
1,地铁,1835,13.802130491,100.541810989,113
1,地铁,1835,13.803215056088444,100.53923577645797,114
1,地铁,1835,13.803220581,100.539222658,115
1,地铁,1835,13.805165019,100.5353643,116
1,地铁,1835,13.805567449,100.534290075,117
1,地铁,1835,13.805865689,100.533215851,118
1,地铁,1835,13.806187372,100.530808568,119
1,地铁,1836,13.806129949,100.53079784,1
1,地铁,1836,13.805821409,100.533537716,2
1,地铁,1836,13.805180647,100.535321385,3
1,地铁,1836,13.803241648348717,100.53926537190915,4
1,地铁,1836,13.803231,100.539287031,5
1,地铁,1836,13.802133096,100.541804284,6
1,地铁,1836,13.801510557,100.543126613,7
1,地铁,1836,13.80116803,100.543648303,8
1,地铁,1836,13.800680937,100.544062704,9
1,地铁,1836,13.799428036,100.544536114,10
1,地铁,1836,13.798802885,100.544961244,11
1,地铁,1836,13.798556731,100.54524824,12
1,地铁,1836,13.79831188,100.545621067,13
1,地铁,1836,13.798179035,100.546228588,14
1,地铁,1836,13.798243563965764,100.54815554372175,15
1,地铁,1836,13.798280622,100.549262166,16
1,地铁,1836,13.798380907,100.549782515,17
1,地铁,1836,13.798565848,100.550227761,18
1,地铁,1836,13.799177976,100.551049858,19
1,地铁,1836,13.79995811,100.551623851,20
1,地铁,1836,13.802998825499152,100.5533358384539,21
1,地铁,1836,13.803118996,100.553403497,22
1,地铁,1836,13.808708723,100.556691885,23
1,地铁,1836,13.809681572,100.55709824,24
1,地铁,1836,13.812696466,100.557971299,25
1,地铁,1836,13.813046791,100.558192581,26
1,地铁,1836,13.813367161,100.558498353,27
1,地铁,1836,13.81355209,100.558900684,28
1,地铁,1836,13.813684926,100.559345931,29
1,地铁,1836,13.813584648,100.560178757,30
1,地铁,1836,13.81315174013097,100.56090243178107,31
1,地铁,1836,13.81315174,100.560902432,32
1,地铁,1836,13.806450887145191,100.57291050881618,33
1,地铁,1836,13.805873503,100.573945194,34
1,地铁,1836,13.805541401,100.574397147,35
1,地铁,1836,13.805209299,100.574719012,36
1,地铁,1836,13.804679236,100.574870557,37
1,地铁,1836,13.804149173,100.574893355,38
1,地铁,1836,13.803069506,100.574851781,39
1,地铁,1836,13.79885243,100.574600912,40
1,地铁,1836,13.798852429561919,100.57460091198149,41
1,地铁,1836,13.790067074976491,100.57422976488373,42
1,地铁,1836,13.790061018,100.574229509,43
1,地铁,1836,13.778672134,100.573659539,44
1,地铁,1836,13.778669310578731,100.57365942905065,45
1,地铁,1836,13.772094358,100.573403388,46
1,地铁,1836,13.770532598,100.57319954,47
1,地铁,1836,13.768972129,100.572480708,48
1,地铁,1836,13.766350296061761,100.570442585048,49
1,地铁,1836,13.766350296,100.570442585,50
1,地铁,1836,13.762536064,100.567291975,51
1,地铁,1836,13.761572137,100.56656912,52
1,地铁,1836,13.760399788,100.5660595,53
1,地铁,1836,13.757346213,100.565299565,54
1,地铁,1836,13.757346212923677,100.56529956498277,55
1,地铁,1836,13.749330411,100.563489385,56
1,地铁,1836,13.749330410852034,100.56348938496731,57
1,地铁,1836,13.743499072,100.562201142,58
1,地铁,1836,13.740583595,100.56193158,59
1,地铁,1836,13.739094577,100.561765283,60
1,地铁,1836,13.737667586,100.56146915,61
1,地铁,1836,13.73766758577501,100.56146914997473,62
1,地铁,1836,13.735790826,100.561258346,63
1,地铁,1836,13.735028716,100.560949892,64
1,地铁,1836,13.73428875,100.560511351,65
1,地铁,1836,13.733667333,100.560095608,66
1,地铁,1836,13.732838775,100.559785813,67
1,地铁,1836,13.73072177,100.559832752,68
1,地铁,1836,13.729777254,100.559864938,69
1,地铁,1836,13.728834036,100.56002453,70
1,地铁,1836,13.726842064,100.560302138,71
1,地铁,1836,13.723979795,100.560633391,72
1,地铁,1836,13.7227804095032,100.5603284588474,73
1,地铁,1836,13.722576658,100.560276657,74
1,地铁,1836,13.721612566,100.559871644,75
1,地铁,1836,13.7212139,100.559583306,76
1,地铁,1836,13.720879073,100.559166223,77
1,地铁,1836,13.720735761,100.558706224,78
1,地铁,1836,13.720697979,100.558181852,79
1,地铁,1836,13.720752698,100.557700396,80
1,地铁,1836,13.720933792,100.55719614,81
1,地铁,1836,13.72229154688352,100.55398527127545,82
1,地铁,1836,13.722291547,100.553985271,83
1,地铁,1836,13.723887295,100.550247878,84
1,地铁,1836,13.724799265,100.548237562,85
1,地铁,1836,13.725299504808028,100.54646833320216,86
1,地铁,1836,13.72531648,100.546408296,87
1,地铁,1836,13.727292832,100.541864634,88
1,地铁,1836,13.729103714,100.537384003,89
1,地铁,1836,13.729152806304153,100.53726503029284,90
1,地铁,1836,13.732403324236582,100.52938756508252,91
1,地铁,1836,13.732414073,100.529361516,92
1,地铁,1836,13.737591521809463,100.51709895110723,93
1,地铁,1836,13.737595128,100.51709041,94
1,地铁,1836,13.738021124,100.516187847,95
1,地铁,1836,13.738697244,100.515145808,96
1,地铁,1836,13.739934838,100.513329953,97
1,地铁,1836,13.742316211,100.509686172,98
1,地铁,1836,13.742316211025557,100.50968617196398,99
1,地铁,1836,13.746940799956949,100.50316840406067,100
1,地铁,1836,13.7469408,100.503168404,101
1,地铁,1836,13.747052831,100.502902865,102
1,地铁,1836,13.747041107,100.502582341,103
1,地铁,1836,13.746351984,100.501066893,104
1,地铁,1836,13.745316342,100.498976111,105
1,地铁,1836,13.74335838,100.494864285,106
1,地铁,1836,13.743355712149876,100.49485897475151,107
1,地铁,1836,13.738441908,100.485078245,108
1,地铁,1836,13.738395477981946,100.48496693357741,109
1,地铁,1836,13.736805666,100.481155515,110
1,地铁,1836,13.736675392,100.480898023,111
1,地铁,1836,13.734441173,100.479410738,112
1,地铁,1836,13.732064931,100.477967709,113
1,地铁,1836,13.731440903,100.477317274,114
1,地铁,1836,13.729606121211647,100.47407707283828,115
1,地铁,1836,13.724607751167772,100.46525001529628,116
1,地铁,1836,13.724607751,100.465250015,117
1,地铁,1836,13.720193781072197,100.45721277613147,118
1,地铁,1837,13.710850952,100.409520417,1
1,地铁,1837,13.711871112,100.422374904,2
1,地铁,1837,13.711871112,100.422374904,3
1,地铁,1837,13.711871112012856,100.4223749041455,4
1,地铁,1837,13.712934261991865,100.43440863490792,5
1,地铁,1837,13.712934262,100.434408635,6
1,地铁,1837,13.712934262,100.434408635,7
1,地铁,1837,13.713269101,100.438698828,8
1,地铁,1837,13.715439681,100.445605516,9
1,地铁,1837,13.715439681,100.445605516434,10
1,地铁,1837,13.715439681,100.445605517,11
1,地铁,1837,13.717513831,100.451667309,12
1,地铁,1837,13.717985463,100.452978909,13
1,地铁,1837,13.718853158,100.454505086,14
1,地铁,1837,13.720193781,100.457212776,15
1,地铁,3434,13.806950552,100.574799478,1
1,地铁,3434,13.806183465,100.574815571,2
1,地铁,3434,13.805563542,100.574831665,3
1,地铁,3434,13.805471074,100.574837029,4
1,地铁,3434,13.805339535,100.574916154,5
1,地铁,3434,13.802897592,100.579302907,6
1,地铁,3434,13.80159912,100.58166191,7
1,地铁,3434,13.80099872,100.582728088,8
1,地铁,3434,13.800527255,100.583589077,9
1,地铁,3434,13.800144852,100.584193756,10
1,地铁,3434,13.800144852,100.584193756,11
1,地铁,3434,13.800144852,100.584193756,12
1,地铁,3434,13.800144852,100.584193756,13
1,地铁,3434,13.794515347,100.594279021,14
1,地铁,3434,13.794430742,100.594429508,15
1,地铁,3434,13.794430742,100.594429508,16
1,地铁,3434,13.794430742,100.594429508,17
1,地铁,3434,13.794430742,100.594429509,18
1,地铁,3434,13.788180275,100.605607331,19
1,地铁,3434,13.787380564,100.607006103,20
1,地铁,3434,13.78707709,100.607558638,21
1,地铁,3434,13.787071665620202,100.6075684226506,22
1,地铁,3434,13.785329176,100.610711575,23
1,地铁,3434,13.783638194,100.613683988,24
1,地铁,3434,13.783638194,100.613683988,25
1,地铁,3434,13.783638194,100.613683988,26
1,地铁,3434,13.77832411305649,100.62317784689907,27
1,地铁,3434,13.778324113,100.623177847,28
1,地铁,3434,13.778324113,100.623177847,29
1,地铁,3434,13.778324113,100.623177847,30
1,地铁,3434,13.777934912,100.623873174,31
1,地铁,3434,13.777934912,100.623873174,32
1,地铁,3434,13.774585256,100.629915608,33
1,地铁,3434,13.774585256,100.629915608,34
1,地铁,3434,13.774585256,100.629915608,35
1,地铁,3434,13.774585256,100.629915609,36
1,地铁,3434,13.774363386,100.63031584,37
1,地铁,3434,13.774363386,100.63031584,38
1,地铁,3434,13.769036379,100.639713048,39
1,地铁,3434,13.769036379,100.639713048,40
1,地铁,3434,13.769036379,100.639713048,41
1,地铁,3434,13.769036378754627,100.63971304843285,42
1,地铁,3434,13.768960406,100.63984707,43
1,地铁,3434,13.768960406,100.63984707,44
1,地铁,3434,13.766149453,100.645106882,45
1,地铁,3434,13.766071298,100.645192713,46
1,地铁,3434,13.765963184,100.645257086,47
1,地铁,3434,13.764428736,100.645515919,48
1,地铁,3434,13.763632852,100.645650029,49
1,地铁,3434,13.762676745,100.645644665,50
1,地铁,3434,13.762215624,100.645640641,51
1,地铁,3434,13.761694582,100.645595044,52
1,地铁,3434,13.761685491,100.645594047,53
1,地铁,3434,13.761685491,100.645594047,54
1,地铁,3434,13.761217828,100.645542741,55
1,地铁,3434,13.760722836,100.645526648,56
1,地铁,3434,13.758173611,100.645780116,57
1,地铁,3434,13.756063348,100.645947754,58
1,地铁,3434,13.755705123,100.645996034,59
1,地铁,3434,13.755078552,100.645998716,60
1,地铁,3434,13.754123713,100.645855218,61
1,地铁,3434,13.753201436,100.645635277,62
1,地铁,3434,13.751059864,100.645077378,63
1,地铁,3434,13.750269145,100.644844025,64
1,地铁,3434,13.750258466,100.644841766,65
1,地铁,3434,13.750258466,100.644841766,66
1,地铁,3434,13.75017405,100.644823909,67
1,地铁,3434,13.746013284,100.643591434,68
1,地铁,3434,13.736224641,100.641198903,69
1,地铁,3434,13.736073523,100.641162694,70
1,地铁,3434,13.736039114344743,100.64115603206675,71
1,地铁,3434,13.736039114,100.641156032,72
