交通类型代码,交通类型中文,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_long_name_泰文,route_long_name_英文,中文展示名,中文名状态,中文名依据URL
2,铁路,5,SRTET,ARL,รถไฟฟ้าเชื่อมต่อท่าอากาศยาน;Airport Rail Link,รถไฟฟ้าเชื่อมต่อท่าอากาศยาน รถไฟฟ้าเชื่อมต่อท่าอากาศยาน;Airport Rail Link Airport Rail Link,2,E32020,รถไฟฟ้าเชื่อมต่อท่าอากาศยาน,Airport Rail Link,素万那普机场捷运（ARL）,公开常见中文功能名（非官方）,https://www.transit.land/routes/r-w4rw-arl
2,铁路,91,SRT,376,รังสิต - หัวตะเข้;Rangsit - Hua Takhe,รถไฟแห่งประเทศไทย รถชานเมือง ชั้น 3;State Railway of Thailand City 3,2,B22222,รังสิต - หัวตะเข้,Rangsit - Hua Takhe,,未提供中文；保留泰文/英文原名,
2,铁路,92,SRT,378,หัวตะเข้ - กรุงเทพ;Hua Takhe - Bangkok,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,หัวตะเข้ - กรุงเทพ,Hua Takhe - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,93,SRT,379,กรุงเทพ - ชุมทางฉะเชิงเทรา;Bangkok -  Chachoengsao Junction,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,b22222,กรุงเทพ - ชุมทางฉะเชิงเทรา,Bangkok -  Chachoengsao Junction,,未提供中文；保留泰文/英文原名,
2,铁路,94,SRT,380,ชุมทางฉะเชิงเทรา - กรุงเทพ;Chachoengsao Junction - Bangkok,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,b22222,ชุมทางฉะเชิงเทรา - กรุงเทพ,Chachoengsao Junction - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,95,SRT,381,กรุงเทพ - ชุมทางฉะเชิงเทรา;Bangkok - Chachoengsao Junction,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,กรุงเทพ - ชุมทางฉะเชิงเทรา,Bangkok - Chachoengsao Junction,,未提供中文；保留泰文/英文原名,
2,铁路,96,SRT,383,กรุงเทพ - ชุมทางฉะเชิงเทรา;Bangkok - Chachoengsao Junction,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,กรุงเทพ - ชุมทางฉะเชิงเทรา,Bangkok - Chachoengsao Junction,,未提供中文；保留泰文/英文原名,
2,铁路,97,SRT,384,ชุมทางฉะเชิงเทรา - กรุงเทพ;Chachoengsao Junction - Bangkok,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,ชุมทางฉะเชิงเทรา - กรุงเทพ,Chachoengsao Junction - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,100,SRT,388,ชุมทางฉะเชิงเทรา - กรุงเทพ;Chachoengsao Junction - Bangkok,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ชุมทางฉะเชิงเทรา - กรุงเทพ,Chachoengsao Junction - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,101,SRT,389,กรุงเทพ - ชุมทางฉะเชิงเทรา;Bangkok - Chachoengsao Junction,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,กรุงเทพ - ชุมทางฉะเชิงเทรา,Bangkok - Chachoengsao Junction,,未提供中文；保留泰文/英文原名,
2,铁路,102,SRT,390,ชุมทางฉะเชิงเทรา - กรุงเทพ;Chachoengsao Junction - Bangkok,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ชุมทางฉะเชิงเทรา - กรุงเทพ,Chachoengsao Junction - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,103,SRT,391,กรุงเทพ - ชุมทางฉะเชิงเทรา;Bangkok - Chachoengsao Junction,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,กรุงเทพ - ชุมทางฉะเชิงเทรา,Bangkok - Chachoengsao Junction,,未提供中文；保留泰文/英文原名,
2,铁路,105,SRT,471,ธนบุรี - ศาลายา;Thon Buri - Sala Ya,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ธนบุรี - ศาลายา,Thon Buri - Sala Ya,,未提供中文；保留泰文/英文原名,
2,铁路,106,SRT,472,ศาลายา - ธนบุรี;Sala Ya - Thon Buri,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ศาลายา - ธนบุรี,Sala Ya - Thon Buri,,未提供中文；保留泰文/英文原名,
2,铁路,107,SRT,473,ธนบุรี - ศาลายา;Thon Buri - Sala Ya,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ธนบุรี - ศาลายา,Thon Buri - Sala Ya,,未提供中文；保留泰文/英文原名,
2,铁路,108,SRT,474,ศาลายา - ธนบุรี;Sala Ya - Thon Buri,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ศาลายา - ธนบุรี,Sala Ya - Thon Buri,,未提供中文；保留泰文/英文原名,
2,铁路,109,SRT,475,ธนบุรี - ศาลายา;Thon Buri - Sala Ya,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ธนบุรี - ศาลายา,Thon Buri - Sala Ya,,未提供中文；保留泰文/英文原名,
2,铁路,110,SRT,476,ศาลายา - ธนบุรี;Sala Ya - Thon Buri,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ศาลายา - ธนบุรี,Sala Ya - Thon Buri,,未提供中文；保留泰文/英文原名,
2,铁路,111,SRT,477,ธนบุรี - ศาลายา;Thon Buri - Sala Ya,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ธนบุรี - ศาลายา,Thon Buri - Sala Ya,,未提供中文；保留泰文/英文原名,
2,铁路,112,SRT,478,ศาลายา - ธนบุรี;Sala Ya - Thon Buri,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ศาลายา - ธนบุรี,Sala Ya - Thon Buri,,未提供中文；保留泰文/英文原名,
2,铁路,113,SRT,479,ธนบุรี - ศาลายา;Thon Buri - Sala Ya,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ธนบุรี - ศาลายา,Thon Buri - Sala Ya,,未提供中文；保留泰文/英文原名,
2,铁路,114,SRT,480,ศาลายา - ธนบุรี;Sala Ya - Thon Buri,รถไฟแห่งประเทศไทย รถพิเศษชานเมือง ชั้น 3;State Railway of Thailand Specail City 3,2,B22222,ศาลายา - ธนบุรี,Sala Ya - Thon Buri,,未提供中文；保留泰文/英文原名,
2,铁路,213,SRT,4320,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,214,SRT,4321,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,215,SRT,4322,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,216,SRT,4323,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,217,SRT,4324,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,218,SRT,4325,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,219,SRT,4326,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,220,SRT,4327,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,221,SRT,4328,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,222,SRT,4329,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย (ปรับอากาศ);State Railway of Thailand WongwianYai - MahaChai Line (air condition),2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,223,SRT,4302,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,224,SRT,4303,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,225,SRT,4304,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,226,SRT,4305,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,227,SRT,4306,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,228,SRT,4307,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,229,SRT,4308,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,230,SRT,4309,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,231,SRT,4310,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,232,SRT,4311,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,233,SRT,4312,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,234,SRT,4313,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,235,SRT,4314,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,236,SRT,4315,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,237,SRT,4316,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,238,SRT,4317,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,239,SRT,4340,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,240,SRT,4341,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,241,SRT,4342,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,242,SRT,4343,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,243,SRT,4344,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,244,SRT,4345,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,245,SRT,4346,มหาชัย - วงเวียนใหญ่;Maha Chai - Wongwian Yai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,มหาชัย - วงเวียนใหญ่,Maha Chai - Wongwian Yai,,未提供中文；保留泰文/英文原名,
2,铁路,246,SRT,4347,วงเวียนใหญ่ - มหาชัย;Wongwian Yai - Maha Chai,รถไฟแห่งประเทศไทย รถวงเวียนใหญ่ - มหาชัย;State Railway of Thailand WongwianYai - MahaChai Line,2,B22222,วงเวียนใหญ่ - มหาชัย,Wongwian Yai - Maha Chai,,未提供中文；保留泰文/英文原名,
2,铁路,247,SRT,4380,แม่กลอง - บ้านแหลม;Mae Klong - Ban Laem,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,แม่กลอง - บ้านแหลม,Mae Klong - Ban Laem,,未提供中文；保留泰文/英文原名,
2,铁路,248,SRT,4381,บ้านแหลม - แม่กลอง;Ban Laem - Mae Klong,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,บ้านแหลม - แม่กลอง,Ban Laem - Mae Klong,,未提供中文；保留泰文/英文原名,
2,铁路,249,SRT,4382,แม่กลอง - บ้านแหลม;Mae Klong - Ban Laem,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,แม่กลอง - บ้านแหลม,Mae Klong - Ban Laem,,未提供中文；保留泰文/英文原名,
2,铁路,250,SRT,4383,บ้านแหลม - แม่กลอง;Ban Laem - Mae Klong,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,บ้านแหลม - แม่กลอง,Ban Laem - Mae Klong,,未提供中文；保留泰文/英文原名,
2,铁路,251,SRT,4384,แม่กลอง - บ้านแหลม;Mae Klong - Ban Laem,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,แม่กลอง - บ้านแหลม,Mae Klong - Ban Laem,,未提供中文；保留泰文/英文原名,
2,铁路,252,SRT,4385,บ้านแหลม - แม่กลอง;Ban Laem - Mae Klong,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,บ้านแหลม - แม่กลอง,Ban Laem - Mae Klong,,未提供中文；保留泰文/英文原名,
2,铁路,253,SRT,4386,แม่กลอง - บ้านแหลม;Mae Klong - Ban Laem,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,แม่กลอง - บ้านแหลม,Mae Klong - Ban Laem,,未提供中文；保留泰文/英文原名,
2,铁路,254,SRT,4387,บ้านแหลม - แม่กลอง;Ban Laem - Mae Klong,รถไฟแห่งประเทศไทย รถบ้านแหลม - แม่กลอง;State Railway of Thailand BanLaem - MaeKlong Line,2,B22222,บ้านแหลม - แม่กลอง,Ban Laem - Mae Klong,,未提供中文；保留泰文/英文原名,
2,铁路,1074,SRT,997,กรุงเทพ - บ้านพลูตาหลวง;Bangkok - Ban Plu Ta Luang,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,กรุงเทพ - บ้านพลูตาหลวง,Bangkok - Ban Plu Ta Luang,,未提供中文；保留泰文/英文原名,
2,铁路,1075,SRT,998,บ้านพลูตาหลวง - กรุงเทพ;Ban Plu Ta Luang - Bangkok,รถไฟแห่งประเทศไทย รถธรรมดา ชั้น 3;State Railway of Thailand Normal 3,2,B22222,บ้านพลูตาหลวง - กรุงเทพ,Ban Plu Ta Luang - Bangkok,,未提供中文；保留泰文/英文原名,
2,铁路,2143,SRT,7,กรุงเทพอภิวัฒน์ - เชียงใหม่;Krung Thep Aphiwat - Chaimai,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,b22222,กรุงเทพอภิวัฒน์ - เชียงใหม่,Krung Thep Aphiwat - Chaimai,,未提供中文；保留泰文/英文原名,
2,铁路,2145,SRT,9,กรุงเทพอภิวัฒน์-เชียงใหม่;Krung Thep Aphiwat - Chiang Mai,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,b22222,กรุงเทพอภิวัฒน์-เชียงใหม่,Krung Thep Aphiwat - Chiang Mai,,未提供中文；保留泰文/英文原名,
2,铁路,2146,SRT,13,กรุงเทพอภิวัฒน์ - เชียงใหม่;Krung Thep Aphiwat - Chiang Mai,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,b22222,กรุงเทพอภิวัฒน์ - เชียงใหม่,Krung Thep Aphiwat - Chiang Mai,,未提供中文；保留泰文/英文原名,
2,铁路,2147,SRT,51,กรุงเทพอภิวัฒน์ - เชียงใหม่;Krung Thep Aphiwat - Chiang Mai,รถไฟแห่งประเทศไทย รถด่วน;State Railway of Thailand Express,2,b22222,กรุงเทพอภิวัฒน์ - เชียงใหม่,Krung Thep Aphiwat - Chiang Mai,,未提供中文；保留泰文/英文原名,
2,铁路,2159,SRT,52,เชียงใหม่ - กรุงเทพอภิวัฒน์;Chiang Mai - Krung Thep Aphiwat,รถไฟแห่งประเทศไทย รถด่วน;State Railway of Thailand Express,2,B22222,เชียงใหม่ - กรุงเทพอภิวัฒน์,Chiang Mai - Krung Thep Aphiwat,,未提供中文；保留泰文/英文原名,
2,铁路,2160,SRT,14,เชียงใหม่ - กรุงเทพอภิวัฒน์;Chiang Mai - Krung Thep Aphiwat,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,เชียงใหม่ - กรุงเทพอภิวัฒน์,Chiang Mai - Krung Thep Aphiwat,,未提供中文；保留泰文/英文原名,
2,铁路,2161,SRT,10,เชียงใหม่ - กรุงเทพอภิวัฒน์;Chiang Mai - Krung Thep Aphiwat,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,เชียงใหม่ - กรุงเทพอภิวัฒน์,Chiang Mai - Krung Thep Aphiwat,,未提供中文；保留泰文/英文原名,
2,铁路,2163,SRT,8,เชียงใหม่ - กรุงเทพอภิวัฒน์;Chiang Mai - Krung Thep Aphiwat,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,เชียงใหม่ - กรุงเทพอภิวัฒน์,Chiang Mai - Krung Thep Aphiwat,,未提供中文；保留泰文/英文原名,
2,铁路,2164,SRT,21,กรุงเทพอภิวัฒน์ - อุบลราชธานี;Krung Thep Aphiwat - Ubon Ratchathani,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,b22222,กรุงเทพอภิวัฒน์ - อุบลราชธานี,Krung Thep Aphiwat - Ubon Ratchathani,,未提供中文；保留泰文/英文原名,
2,铁路,2166,SRT,75,กรุงเทพอภิวัฒน์ - หนองคาย;Krung Thep Aphiwat - Nong Khai,รถไฟแห่งประเทศไทย รถด่วน;State Railway of Thailand Express,2,B22222,กรุงเทพอภิวัฒน์ - หนองคาย,Krung Thep Aphiwat - Nong Khai,,未提供中文；保留泰文/英文原名,
2,铁路,2167,SRT,71,กรุงเทพอภิวัฒน์ - อุบลราชธานี;Krung Thep Aphiwat - Ubon Ratchathani,รถไฟแห่งประเทศไทย รถด่วน;State Railway of Thailand Express,2,B22222,กรุงเทพอภิวัฒน์ - อุบลราชธานี,Krung Thep Aphiwat - Ubon Ratchathani,,未提供中文；保留泰文/英文原名,
2,铁路,2168,SRT,25,กรุงเทพอภิวัฒน์ - หนองคาย;Krung Thep Aphiwat - Nong Khai,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,กรุงเทพอภิวัฒน์ - หนองคาย,Krung Thep Aphiwat - Nong Khai,,未提供中文；保留泰文/英文原名,
2,铁路,2169,SRT,23,กรุงเทพอภิวัฒน์ - อุบลราชธานี;Krung Thep Aphiwat - Ubon Ratchathani,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,กรุงเทพอภิวัฒน์ - อุบลราชธานี,Krung Thep Aphiwat - Ubon Ratchathani,,未提供中文；保留泰文/英文原名,
2,铁路,2171,SRT,24,อุบลราชธานี - กรุงเทพอภิวัฒน์;Ubon Ratchathani - Krung Thep Aphiwat,รถไฟแห่งประเทศไทย รถด่วนพิเศษ;State Railway of Thailand Special Express,2,B22222,อุบลราชธานี - กรุงเทพอภิวัฒน์,Ubon Ratchathani - Krung Thep Aphiwat,,未提供中文；保留泰文/英文原名,
