交通类型代码,交通类型中文,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_long_name_泰文,route_long_name_英文,中文展示名,中文名状态,中文名依据URL
3,公交车,2263,TSB,4-16 (85),บิ๊กซีสุขสวัสดิ์ - สถานีธนบุรี;Big C Suksawat - Thonburi Station,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บิ๊กซีสุขสวัสดิ์ - สถานีธนบุรี,Big C Suksawat - Thonburi Station,,未提供中文；保留泰文/英文原名,
3,公交车,2265,TSB,4-44 (80A),หมู่บ้าน วปอ. 11 - สวนหลวงพระราม 8;Thai NDC 11 Village - Suanluang Rama 8,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,หมู่บ้าน วปอ. 11 - สวนหลวงพระราม 8,Thai NDC 11 Village - Suanluang Rama 8,,未提供中文；保留泰文/英文原名,
3,公交车,2266,TSB,4-49 (170),บรมราชชนนี - สถานีขนส่งหมอชิต 2;Borommaratchachonnani - Mochit 2,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บรมราชชนนี - สถานีขนส่งหมอชิต 2,Borommaratchachonnani - Mochit 2,,未提供中文；保留泰文/英文原名,
3,公交车,2267,BMTA,3-21 (207),มหาวิทยาลัยรามคำแหง 2 - มหาวิทยาลัยรามคำแหง ;Ramkhamhaeng 2 - Ramkhamhaeng,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,มหาวิทยาลัยรามคำแหง 2 - มหาวิทยาลัยรามคำแหง,Ramkhamhaeng 2 - Ramkhamhaeng,,未提供中文；保留泰文/英文原名,
3,公交车,2268,BMTA,3-21 (207),มหาวิทยาลัยรามคำแหง 2 - มหาวิทยาลัยรามคำแหง ;Ramkhamhaeng 2 - Ramkhamhaeng,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,มหาวิทยาลัยรามคำแหง 2 - มหาวิทยาลัยรามคำแหง,Ramkhamhaeng 2 - Ramkhamhaeng,,未提供中文；保留泰文/英文原名,
3,公交车,2291,TSB,S3 (559),รังสิต - สนามบินสุวรรณภูมิ;Rangsit - Suvarnabhumi Airport,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,รังสิต - สนามบินสุวรรณภูมิ,Rangsit - Suvarnabhumi Airport,,未提供中文；保留泰文/英文原名,
3,公交车,2293,TSB,3-35 (1),เซ็นทรัลพระราม 3 - สนามหลวง;Central Rama III - Sanam Luang,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,เซ็นทรัลพระราม 3 - สนามหลวง,Central Rama III - Sanam Luang,,未提供中文；保留泰文/英文原名,
3,公交车,2294,TSB,3-36 (4),ท่าน้ำภาษีเจริญ - ท่าเรือคลองเตย;Phasi Charoen Pier - Bangkok Port (Klongtoey),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ท่าน้ำภาษีเจริญ - ท่าเรือคลองเตย,Phasi Charoen Pier - Bangkok Port (Klongtoey),,未提供中文；保留泰文/英文原名,
3,公交车,2297,TSB,3-37 (12),ศูนย์วัฒนธรรมแห่งประเทศไทย - สถานีรถไฟฟ้าสนามไชย;Thailand Cultural Centre Station - MRT Sanam Chai,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ศูนย์วัฒนธรรมแห่งประเทศไทย - สถานีรถไฟฟ้าสนามไชย,Thailand Cultural Centre Station - MRT Sanam Chai,,未提供中文；保留泰文/英文原名,
3,公交车,2300,TSB,3-39 (14),ถนนตก - ศรีย่าน;Thanon Tok - Sriyan ,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ถนนตก - ศรีย่าน,Thanon Tok - Sriyan,,未提供中文；保留泰文/英文原名,
3,公交车,2302,BMTA,3-40 (22),ถนนตก - แฮปปี้แลนด์;Thanon Tok - Happy Land,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,ถนนตก - แฮปปี้แลนด์,Thanon Tok - Happy Land,,未提供中文；保留泰文/英文原名,
3,公交车,2319,BMTA,3-51 (205),วงกลมอู่คลองเตย - เดอะมอลล์ท่าพระ (วนซ้าย);Klongtoey Depot - The mall Thapra,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,FE9A2E,วงกลมอู่คลองเตย - เดอะมอลล์ท่าพระ (วนซ้าย),Klongtoey Depot - The mall Thapra,,未提供中文；保留泰文/英文原名,
3,公交车,2320,TSB,4-54E (157E),อ้อมใหญ่ - อนุสาวรีย์ชัยสมรภูมิ;Om Yai - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,อ้อมใหญ่ - อนุสาวรีย์ชัยสมรภูมิ,Om Yai - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,2321,TSB,2-4 (30),วัดปากน้ำนนทบุรี - สายใต้ (ปิ่นเกล้า);Wat Paknam Nonthaburi - Southern Bus (Pinklao),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วัดปากน้ำนนทบุรี - สายใต้ (ปิ่นเกล้า),Wat Paknam Nonthaburi - Southern Bus (Pinklao),,未提供中文；保留泰文/英文原名,
3,公交车,2322,BMTA,4-5 (101),ท่าเรือพระประแดง - อู่บรมราชชนนี;Phra Pradaeng Pier - Borommaratchachonnani Bus Depot,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ท่าเรือพระประแดง - อู่บรมราชชนนี,Phra Pradaeng Pier - Borommaratchachonnani Bus Depot,,未提供中文；保留泰文/英文原名,
3,公交车,2326,TSB,2-8 (51),วัดปรางค์หลวง - บางเขน;Wat Pang Luang - Bang Khen,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วัดปรางค์หลวง - บางเขน,Wat Pang Luang - Bang Khen,,未提供中文；保留泰文/英文原名,
3,公交车,2328,BMTA,2-47 (117),ศูนย์วัฒนธรรมแห่งประเทศไทย - ท่าเรือนนทบุรี;Thailand Cultural Center - Nonthaburi Pier,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ศูนย์วัฒนธรรมแห่งประเทศไทย - ท่าเรือนนทบุรี,Thailand Cultural Center - Nonthaburi Pier,,未提供中文；保留泰文/英文原名,
3,公交车,2329,TSB,2-48 (122),แฮปปี้แลนด์- สถานีขนส่งผู้โดยสารกรุงเทพฯ (จตุจักร);Happy Land - Bangkok Bus Terminal (Chatuchak),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,แฮปปี้แลนด์- สถานีขนส่งผู้โดยสารกรุงเทพฯ (จตุจักร),Happy Land - Bangkok Bus Terminal (Chatuchak),,未提供中文；保留泰文/英文原名,
3,公交车,2330,TSB,1-77 (26A),มีนบุรี - คลองเตย;Minburi - Khlong Toei,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,มีนบุรี - คลองเตย,Minburi - Khlong Toei,,未提供中文；保留泰文/英文原名,
3,公交车,2331,TSB,1-3 (34เสริม),บางเขน - หัวลำโพง;Bang Khen - Hua Lamphong,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บางเขน - หัวลำโพง,Bang Khen - Hua Lamphong,,未提供中文；保留泰文/英文原名,
3,公交车,2332,BMTA,1-10 (95),บางเขน - ARL หัวหมาก;Bangkhen - ARL Hua Mak Station,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,บางเขน - ARL หัวหมาก,Bangkhen - ARL Hua Mak Station,,未提供中文；保留泰文/英文原名,
3,公交车,2333,BMTA,1-27 (90),BTS หมอชิต - ปทุมธานี;BTS Mochit - Pathumthani,รถโดยสารประจำทาง เอกชน รถธรรมดา มาตรฐาน 3;Private Company Ordinary Standard 3,3,fb99cb,BTS หมอชิต - ปทุมธานี,BTS Mochit - Pathumthani,,未提供中文；保留泰文/英文原名,
3,公交车,2335,BMTA,1-29 (95เลียบด่วน),บางเขน - ม.รามคำแหง;Bang Khen - Ramkhamhaeng University,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,บางเขน - ม.รามคำแหง,Bang Khen - Ramkhamhaeng University,,未提供中文；保留泰文/英文原名,
3,公交车,2336,TSB,1-32E,บางเขน - สถานีรถไฟฟ้าตลาดพลู (ทางด่วน);Bang Khen - BTS Talat Phlu,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บางเขน - สถานีรถไฟฟ้าตลาดพลู (ทางด่วน),Bang Khen - BTS Talat Phlu,,未提供中文；保留泰文/英文原名,
3,公交车,2337,TSB,1-33,บางเขน - สถานีรถไฟฟ้าบางซื่อ;Bang Khen - Bang Sue Railway Station,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บางเขน - สถานีรถไฟฟ้าบางซื่อ,Bang Khen - Bang Sue Railway Station,,未提供中文；保留泰文/英文原名,
3,公交车,2345,BMTA,1-53 (501),หมู่บ้านนักกีฬาแหลมทอง - ท่าช้าง;Nakkila Laem Thong Village - Tha Chang,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,หมู่บ้านนักกีฬาแหลมทอง - ท่าช้าง,Nakkila Laem Thong Village - Tha Chang,,未提供中文；保留泰文/英文原名,
3,公交车,2347,TSB,1-62,มีนบุรี - กระทรวงพาณิชย์;Minburi - Ministry of Commerce,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,มีนบุรี - กระทรวงพาณิชย์,Minburi - Ministry of Commerce,,未提供中文；保留泰文/英文原名,
3,公交车,2348,TSB,1-63,ปัฐวิกรณ์ - สวนหลวงพระราม 8 ;Patthawikon - Suan Luang Rama VIII,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ปัฐวิกรณ์ - สวนหลวงพระราม 8,Patthawikon - Suan Luang Rama VIII,,未提供中文；保留泰文/英文原名,
3,公交车,2350,TSB,3-25E (552),ปากน้ำ - นิคมอุตสาหกรรมลาดกระบัง (ทางด่วน);Paknam - Industrial real estate agency in Bangkok,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ปากน้ำ - นิคมอุตสาหกรรมลาดกระบัง (ทางด่วน),Paknam - Industrial real estate agency in Bangkok,,未提供中文；保留泰文/英文原名,
3,公交车,2351,TSB,3-44,ท่าเรือคลองเตย - อนุสาวรีย์ชัยสมรภูมิ;Khlong Toei pier - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ท่าเรือคลองเตย - อนุสาวรีย์ชัยสมรภูมิ,Khlong Toei pier - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,2353,TSB,3-27,ปู่เจ้าสมิงพราย - สวนสยาม;Phuchao Saming Phray - Suan Sayam,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ปู่เจ้าสมิงพราย - สวนสยาม,Phuchao Saming Phray - Suan Sayam,,未提供中文；保留泰文/英文原名,
3,公交车,2362,BMTA,1-80E,สวนสยาม - MRT สนามไชย (ทางด่วน);Siam Park - MRT Sanam Chai,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,สวนสยาม - MRT สนามไชย (ทางด่วน),Siam Park - MRT Sanam Chai,,未提供中文；保留泰文/英文原名,
3,公交车,2364,TSB,1-73L,วงกลมนิคมอุตสาหกรรมนำไกร - ร่มเกล้า (วนซ้าย);Nam Krai Industrial Estate - Rom Klao,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมนิคมอุตสาหกรรมนำไกร - ร่มเกล้า (วนซ้าย),Nam Krai Industrial Estate - Rom Klao,,未提供中文；保留泰文/英文原名,
3,公交车,2365,TSB,1-71L,วงกลมลำผักชี - มีนบุรี - ฉลองกรุง (วนซ้าย);Lam Phak Chi - Minburi - Celebrating the capital ,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมลำผักชี - มีนบุรี - ฉลองกรุง (วนซ้าย),Lam Phak Chi - Minburi - Celebrating the capital,,未提供中文；保留泰文/英文原名,
3,公交车,2366,TSB,1-64L,วงกลมซาฟารีเวิลด์ - นวลจันทร์ (วนซ้าย);Safari World - Nuanchan,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมซาฟารีเวิลด์ - นวลจันทร์ (วนซ้าย),Safari World - Nuanchan,,未提供中文；保留泰文/英文原名,
3,公交车,2371,BMTA,3-31,เมกาบางนา - บางบอน;Megabangna - Bang Bon,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,เมกาบางนา - บางบอน,Megabangna - Bang Bon,,未提供中文；保留泰文/英文原名,
3,公交车,2373,TSB,2-17L,วงกลมสถานีรถไฟบางซื่อ - ม.เกษตรศาสตร์ (วนซ้าย);Bang Sue Railway Station - Kasetsart University,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมสถานีรถไฟบางซื่อ - ม.เกษตรศาสตร์ (วนซ้าย),Bang Sue Railway Station - Kasetsart University,,未提供中文；保留泰文/英文原名,
3,公交车,2374,TSB,2-18E (69E),ตลาดท่าอิฐ - รามคำแหง (ทางด่วน);Tha It Market - Ramkhamhaeng (Expressway),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ตลาดท่าอิฐ - รามคำแหง (ทางด่วน),Tha It Market - Ramkhamhaeng (Expressway),,未提供中文；保留泰文/英文原名,
3,公交车,2375,BMTA,2-28,ตลาดบางบัวทอง - สถานีรถไฟฟ้าลุมพินี;Bang Bua Thong Market - BTS Lumpini,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ตลาดบางบัวทอง - สถานีรถไฟฟ้าลุมพินี,Bang Bua Thong Market - BTS Lumpini,,未提供中文；保留泰文/英文原名,
3,公交车,2376,TSB,3-32,สำโรง - สวนสยาม;Samrong - Suan Sayam,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,สำโรง - สวนสยาม,Samrong - Suan Sayam,,未提供中文；保留泰文/英文原名,
3,公交车,2378,TSB,3-34,บางนา - นิคมอุตสาหกรรมลาดกระบัง;Bang Na - Industrial real estate agency in Bangkok,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บางนา - นิคมอุตสาหกรรมลาดกระบัง,Bang Na - Industrial real estate agency in Bangkok,,未提供中文；保留泰文/英文原名,
3,公交车,2380,BMTA,2-32E (70E),ประชานิเวศน์ 3 - สนามหลวง (ทางด่วน);Prachaniwet 3 - Sanam Luang,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ประชานิเวศน์ 3 - สนามหลวง (ทางด่วน),Prachaniwet 3 - Sanam Luang,,未提供中文；保留泰文/英文原名,
3,公交车,2381,TSB,3-52L,วงกลมพระราม 3 - หัวลำโพง (วนซ้าย);Rama III - Hua Lamphong,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมพระราม 3 - หัวลำโพง (วนซ้าย),Rama III - Hua Lamphong,,未提供中文；保留泰文/英文原名,
3,公交车,2382,TSB,3-53,สถานีรถไฟฟ้าหัวหมาก - เสาชิงช้า;Hua Mak station - The Giant Swing,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,สถานีรถไฟฟ้าหัวหมาก - เสาชิงช้า,Hua Mak station - The Giant Swing,,未提供中文；保留泰文/英文原名,
3,公交车,2383,BMTA,2-33,หมู่บ้านบัวทองเคหะ  - สถานีรถไฟฟ้าบางซื่อ;Baan Buathong Kheha - Bang Sue Railway Station,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,หมู่บ้านบัวทองเคหะ  - สถานีรถไฟฟ้าบางซื่อ,Baan Buathong Kheha - Bang Sue Railway Station,,未提供中文；保留泰文/英文原名,
3,公交车,2386,TSB,3-54,ท่าน้ำภาษีเจริญ - อนุสาวรีย์ชัยสมรภูมิ;Phasi Charoen Pier - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ท่าน้ำภาษีเจริญ - อนุสาวรีย์ชัยสมรภูมิ,Phasi Charoen Pier - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,2387,TSB,3-55,ท่าเรือคลองเตย - พระราม 7;Bangkok Port - Rama 7,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ท่าเรือคลองเตย - พระราม 7,Bangkok Port - Rama 7,,未提供中文；保留泰文/英文原名,
3,公交车,2390,TSB,2-34L,วงกลมสถานีรถไฟสามเสน - ดินแดง (วนซ้าย);Samsen Railway Station - Din Daeng,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมสถานีรถไฟสามเสน - ดินแดง (วนซ้าย),Samsen Railway Station - Din Daeng,,未提供中文；保留泰文/英文原名,
3,公交车,2394,TSB,3-23E (513),สำโรง - ศูนย์ราชการฯ แจ้งวัฒนะ (ทางด่วน);Samrong - Government Complex Chaeng Watthana,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,สำโรง - ศูนย์ราชการฯ แจ้งวัฒนะ (ทางด่วน),Samrong - Government Complex Chaeng Watthana,,未提供中文；保留泰文/英文原名,
3,公交车,2396,BMTA,2-53L,วงกลมอนุสาวรีย์ชัยสมรภูมิ - รัชดาภิเษก (วนซ้าย);Victory Monument -  Ratchadapisek,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วงกลมอนุสาวรีย์ชัยสมรภูมิ - รัชดาภิเษก (วนซ้าย),Victory Monument -  Ratchadapisek,,未提供中文；保留泰文/英文原名,
3,公交车,2399,BMTA,2-36,วัดคลองเสมียนตรา - ศูนย์ราชการฯ แจ้งวัฒนะ;Wat Khlong Samian Tra - Government Complex,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วัดคลองเสมียนตรา - ศูนย์ราชการฯ แจ้งวัฒนะ,Wat Khlong Samian Tra - Government Complex,,未提供中文；保留泰文/英文原名,
3,公交车,2400,TSB,4-10 (42L),วงกลมเสาชิงช้า - ท่าพระ (วนซ้าย);Sao Ching Cha - Tha Phra,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมเสาชิงช้า - ท่าพระ (วนซ้าย),Sao Ching Cha - Tha Phra,,未提供中文；保留泰文/英文原名,
3,公交车,2401,BMTA,4-18 (105),สมุทรสาคร - พระราม 2 - สถานีรถไฟฟ้ากรุงธนบุรี;Samut Sakhon - Rama 2 - BTS Krung Thon Buri,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,สมุทรสาคร - พระราม 2 - สถานีรถไฟฟ้ากรุงธนบุรี,Samut Sakhon - Rama 2 - BTS Krung Thon Buri,,未提供中文；保留泰文/英文原名,
3,公交车,2402,TSB,4-19 (108L),วงกลมสถานีรถไฟฟ้าตลาดพลู - อนุสาวรีย์ชัยสมรภูมิ (วนซ้าย);BTS Talat Phlu - Victory Monument ,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมสถานีรถไฟฟ้าตลาดพลู - อนุสาวรีย์ชัยสมรภูมิ (วนซ้าย),BTS Talat Phlu - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,2407,TSB,4-41 (57R),วงกลมตลิ่งขัน - ธนบุรี (วนขวา);Talingcha - Thonburi,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมตลิ่งขัน - ธนบุรี (วนขวา),Talingcha - Thonburi,,未提供中文；保留泰文/英文原名,
3,公交车,2408,TSB,4-52 (146L),วงกลม : บางแค - ตลิ่งชัน (วนซ้าย);Bang Khae - Taling Chan,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลม : บางแค - ตลิ่งชัน (วนซ้าย),Bang Khae - Taling Chan,,未提供中文；保留泰文/英文原名,
3,公交车,2409,TSB,4-56 (165),ศาลาธรรมสพน์ - สถานีรถไฟฟ้ากรุงธนบุรี;Salah Thammaphan - Krung Thonburi BTS Station,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ศาลาธรรมสพน์ - สถานีรถไฟฟ้ากรุงธนบุรี,Salah Thammaphan - Krung Thonburi BTS Station,,未提供中文；保留泰文/英文原名,
3,公交车,2410,BMTA,4-57L,วงกลมบรมราชชนนี - ทวีวัฒนา;Borommaratchachonnani - Thawi Watthana,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วงกลมบรมราชชนนี - ทวีวัฒนา,Borommaratchachonnani - Thawi Watthana,,未提供中文；保留泰文/英文原名,
3,公交车,2417,TSB,4-67,สถานีรถไฟศาลายา - กระทรวงพาณิชย์;Sala Ya Railway Station - Ministry of Commerce,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,สถานีรถไฟศาลายา - กระทรวงพาณิชย์,Sala Ya Railway Station - Ministry of Commerce,,未提供中文；保留泰文/英文原名,
3,公交车,2418,TSB,4-68,สวนผัก - ถนนตก;Suan Phak Rd. - Thanon Tok,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,สวนผัก - ถนนตก,Suan Phak Rd. - Thanon Tok,,未提供中文；保留泰文/英文原名,
3,公交车,2419,BMTA,4-33E,พระประแดง - หมอชิต 2 (ทางด่วน);Phra Pradaeng - Mo Chit 2,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,FE9A2E,พระประแดง - หมอชิต 2 (ทางด่วน),Phra Pradaeng - Mo Chit 2,,未提供中文；保留泰文/英文原名,
3,公交车,2420,BMTA,4-35,วงกลมคลองสาน - เทเวศร์ (วนซ้าย);Khlong San - Thewes,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,วงกลมคลองสาน - เทเวศร์ (วนซ้าย),Khlong San - Thewes,,未提供中文；保留泰文/英文原名,
3,公交车,2421,BMTA,4-69,บรมราชชนนี - พระราม 9;Borommaratchachonnani - Phra Ram 9,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000E6,บรมราชชนนี - พระราม 9,Borommaratchachonnani - Phra Ram 9,,未提供中文；保留泰文/英文原名,
3,公交车,2423,BMTA,4-70E,เซ็นทรัลศาลายา - สถานีรถไฟฟ้าหมอชิต    (ทางด่วน);Central Salaya - BTS Mo Chit,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,เซ็นทรัลศาลายา - สถานีรถไฟฟ้าหมอชิต    (ทางด่วน),Central Salaya - BTS Mo Chit,,未提供中文；保留泰文/英文原名,
3,公交车,2424,TSB,4-27E (173E),บางขุนเทียน - แฮปปี้แลนด์ (ทางด่วน);Bang Khun Thian - Happy Land (E),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,บางขุนเทียน - แฮปปี้แลนด์ (ทางด่วน),Bang Khun Thian - Happy Land (E),,未提供中文；保留泰文/英文原名,
3,公交车,2425,TSB,4-28 (529),แสมดำ - อนุสาวรีย์ชัยสมรภูมิ;Samae Dam - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,แสมดำ - อนุสาวรีย์ชัยสมรภูมิ,Samae Dam - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,2426,TSB,4-29E (529),แสมดำ - สถานีชนส่งผู้โดยสารกรุงเทพ (จตุจักร) (ทางด่วน);Samae Dam - Bangkok Bus Terminal (Chatuchak),รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,แสมดำ - สถานีชนส่งผู้โดยสารกรุงเทพ (จตุจักร) (ทางด่วน),Samae Dam - Bangkok Bus Terminal (Chatuchak),,未提供中文；保留泰文/英文原名,
3,公交车,2427,BMTA,4-2 (15),วงกลมBRT ราชพฤกษ์ - บางลำพู - สยาม (วนซ้าย);BRT Ratchapruek - Bang Lamphu - Siam,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วงกลมBRT ราชพฤกษ์ - บางลำพู - สยาม (วนซ้าย),BRT Ratchapruek - Bang Lamphu - Siam,,未提供中文；保留泰文/英文原名,
3,公交车,2428,TSB,4-25 (147R),วงกลมเคหะธนบุรี - บางแค (วนขวา);Thonburi Housing - Bang Khae,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมเคหะธนบุรี - บางแค (วนขวา),Thonburi Housing - Bang Khae,,未提供中文；保留泰文/英文原名,
3,公交车,2429,TSB,1-76 (168L) ,วงกลมหมู่บ้านบัวขาว - มีนบุรี (วนซ้าย);Bua Khao Village - Minburi,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมหมู่บ้านบัวขาว - มีนบุรี (วนซ้าย),Bua Khao Village - Minburi,,未提供中文；保留泰文/英文原名,
3,公交车,2431,TSB,4-34L,วงกลมเคหะธนบุรี - พระประแดง (วนซ้าย);Thonburi Housing - Phra Pradaeng,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,วงกลมเคหะธนบุรี - พระประแดง (วนซ้าย),Thonburi Housing - Phra Pradaeng,,未提供中文；保留泰文/英文原名,
3,公交车,2437,TSB,2-22 (175),ท่าน้ำนนทบุรี - ถนนตก;Nonthaburi Pier - Tok Road,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ท่าน้ำนนทบุรี - ถนนตก,Nonthaburi Pier - Tok Road,,未提供中文；保留泰文/英文原名,
3,公交车,2457,BMTA,3-5 (23),ปู่เจ้าสมิงพราย - เทเวศร์;Pu Chao Saming Phrai - Thewet,รถโดยสารประจำทาง ขสมก รถปรับอากาศ BLK;Bangkok Mass Transit Authority Air Condition BLK,3,05ADFB,ปู่เจ้าสมิงพราย - เทเวศร์,Pu Chao Saming Phrai - Thewet,,未提供中文；保留泰文/英文原名,
