交通类型代码,交通类型中文,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_long_name_泰文,route_long_name_英文,中文展示名,中文名状态,中文名依据URL
3,公交车,179,BTK,BRT,รถโดยสารประจำทางด่วนพิเศษ;Bus Rapid Transit,รถโดยสารประจำทางด่วนพิเศษ รถโดยสารประจำทางด่วนพิเศษ;Bus Rapid Transit Bus Rapid Transit,3,009900,รถโดยสารประจำทางด่วนพิเศษ,Bus Rapid Transit,,未提供中文；保留泰文/英文原名,
3,公交车,258,BMTA,3-12E (102),แพรกษาบ่อดิน - เซ็นทรัลพระราม 3 (ทางด่วน);Praeksa Bodin - Central RAMA 3 (expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,แพรกษาบ่อดิน - เซ็นทรัลพระราม 3 (ทางด่วน),Praeksa Bodin - Central RAMA 3 (expressway),,未提供中文；保留泰文/英文原名,
3,公交车,264,BMTA,1-12E (107),บางเขน - คลองเตย (ทางด่วน);Bangkhen - Klong Toey (Expressway),รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,บางเขน - คลองเตย (ทางด่วน),Bangkhen - Klong Toey (Expressway),,未提供中文；保留泰文/英文原名,
3,公交车,272,BMTA,4-20 (111),วงกลมเจริญนคร - ตลาดพลู;Circle Charoen Nakhon - Talad Phlu,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วงกลมเจริญนคร - ตลาดพลู,Circle Charoen Nakhon - Talad Phlu,,未提供中文；保留泰文/英文原名,
3,公交车,275,BMTA,1-21 (114),รังสิต - นครอินทร์; Rangsit -  Nakhon In,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,รังสิต - นครอินทร์,Rangsit -  Nakhon In,,未提供中文；保留泰文/英文原名,
3,公交车,288,TSB,1-13 (126),ศูนย์ราชการฯ แจ้งวัฒนะ - คลองตัน; Government Complex - Klong Tun,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ศูนย์ราชการฯ แจ้งวัฒนะ - คลองตัน,Government Complex - Klong Tun,,未提供中文；保留泰文/英文原名,
3,公交车,291,BMTA,1-14E,บางเขน - สำโรง (ทางด่วน);Samrong - Bangkhen,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,บางเขน - สำโรง (ทางด่วน),Samrong - Bangkhen,,未提供中文；保留泰文/英文原名,
3,公交车,292,BMTA,1-14E,บางเขน - สำโรง (ทางด่วน);Samrong - Bangkhen,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,บางเขน - สำโรง (ทางด่วน),Samrong - Bangkhen,,未提供中文；保留泰文/英文原名,
3,公交车,293,BMTA,3-38 (13),คลองเตย - ห้วยขวาง - ปัฐวิกรณ์;Klong Toey - Huai Kwang - Patthavikon,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,คลองเตย - ห้วยขวาง - ปัฐวิกรณ์,Klong Toey - Huai Kwang - Patthavikon,,未提供中文；保留泰文/英文原名,
3,公交车,301,BMTA,3-47 (136),หมอชิต 2 - คลองเตย;Mochit 2 - Klongtoey,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,หมอชิต 2 - คลองเตย,Mochit 2 - Klongtoey,,未提供中文；保留泰文/英文原名,
3,公交车,302,BMTA,3-48 (137),วงกลมรัชดาภิเษก - รามคำแหง (วนซ้าย);CircleRatchadapisek - Ramkhamhaeng,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,วงกลมรัชดาภิเษก - รามคำแหง (วนซ้าย),CircleRatchadapisek - Ramkhamhaeng,,未提供中文；保留泰文/英文原名,
3,公交车,312,BMTA,3-17E (142),ฟาร์มจระเข้สมุทรปราการ - อู่แสมดำ (ทางด่วน);Samut Prakan Crocodile Farm - Samaedam (expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,ฟาร์มจระเข้สมุทรปราการ - อู่แสมดำ (ทางด่วน),Samut Prakan Crocodile Farm - Samaedam (expressway),,未提供中文；保留泰文/英文原名,
3,公交车,317,BMTA,3-18 (145),แพรกษาบ่อดิน - หมอชิต 2;Praksa-Bodin - Mochit 2,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3 (พิเศษ);Bangkok Mass Transit Authority Ordinary Standard 3 (special),3,ff0000,แพรกษาบ่อดิน - หมอชิต 2,Praksa-Bodin - Mochit 2,,未提供中文；保留泰文/英文原名,
3,公交车,323,TSB,1-15 (150),ปากเกร็ด - มีนบุรี;Pak Kret - Minburi,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,ปากเกร็ด - มีนบุรี,Pak Kret - Minburi,,未提供中文；保留泰文/英文原名,
3,公交车,325,BMTA,2-49 (156L) ,วงกลมอู่ใต้ทางด่วนรามอินทรา - ลาดพร้าว 71 (วนซ้าย);CircleRamintra - Ladprao 71,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วงกลมอู่ใต้ทางด่วนรามอินทรา - ลาดพร้าว 71 (วนซ้าย),CircleRamintra - Ladprao 71,,未提供中文；保留泰文/英文原名,
3,公交车,330,BMTA,2-21E (166),เมืองทองธานี - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน);Muangthong Thani - Victory Monument (Expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,เมืองทองธานี - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),Muangthong Thani - Victory Monument (Expressway),,未提供中文；保留泰文/英文原名,
3,公交车,332,BMTA,166 ศูนย์ราชการ,ศูนย์ราชการแจ้งวัฒนะ - อนุสาวรีย์ชัยสมรภูมิ;Government Complex - Victory Monument,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,ศูนย์ราชการแจ้งวัฒนะ - อนุสาวรีย์ชัยสมรภูมิ,Government Complex - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,349,BMTA,3-20E (180),เมกาบางนา - เซ็นทรัลพระราม 3;Mega Bangna - Central RAMA 3,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,เมกาบางนา - เซ็นทรัลพระราม 3,Mega Bangna - Central RAMA 3,,未提供中文；保留泰文/英文原名,
3,公交车,352,BMTA,1-16 (185),แยกลำลูกกา - พระราม 9;Yaek Lumlukka - Rama 9,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,แยกลำลูกกา - พระราม 9,Yaek Lumlukka - Rama 9,,未提供中文；保留泰文/英文原名,
3,公交车,354,TSB,1-17 (187),หมู่บ้านเอื้ออาทรคลอง 3 - อนุสาวรีย์ชัยสมรภูมิ;Muban Uea Athon Khlong 3 - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,หมู่บ้านเอื้ออาทรคลอง 3 - อนุสาวรีย์ชัยสมรภูมิ,Muban Uea Athon Khlong 3 - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,355,BMTA,4-59 (189),กระทุ่มแบน - สถานีชุมทางตลิ่งชัน;Kratumban - Taling Chan Junction Railway Station ,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,กระทุ่มแบน - สถานีชุมทางตลิ่งชัน,Kratumban - Taling Chan Junction Railway Station,,未提供中文；保留泰文/英文原名,
3,公交车,356,BMTA,2-51 (191),MRT พระนั่งเกล้า - เคหะคลองจั่น;MRT Phra Nang Klao - Klongchan Housing,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,MRT พระนั่งเกล้า - เคหะคลองจั่น,MRT Phra Nang Klao - Klongchan Housing,,未提供中文；保留泰文/英文原名,
3,公交车,357,BMTA,3-50 (195),เดอะมอลล์ท่าพระ - คลองเตย;The Mall Tha Phra - Khlong Toei,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,เดอะมอลล์ท่าพระ - คลองเตย,The Mall Tha Phra - Khlong Toei,,未提供中文；保留泰文/英文原名,
3,公交车,364,BMTA,4-4 (20),พระสมุทรเจดีย์ - ท่าดินแดง;Phra Samut Chedi - Tha Dindaeng,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,พระสมุทรเจดีย์ - ท่าดินแดง,Phra Samut Chedi - Tha Dindaeng,,未提供中文；保留泰文/英文原名,
3,公交车,368,BMTA,203,ท่าอิฐ - สนามหลวง;Tha It - Sanamluang,รถโดยสารประจำทาง เอกชน รถปรับอากาศ มาตรฐาน 2 ยูโรทู (ตลอดสาย);Private Company Air Condition Stadard 2 EURO II (Throughout the line,3,ffcc00,ท่าอิฐ - สนามหลวง,Tha It - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,373,BMTA,205 เดิม,เดอะมอลล์ท่าพระ - คลองเตย;The Mall Thaphra - Klongtoey Depot,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,FE9A2E,เดอะมอลล์ท่าพระ - คลองเตย,The Mall Thaphra - Klongtoey Depot,,未提供中文；保留泰文/英文原名,
3,公交车,376,BMTA,3-30 (206),เมกาบางนา - บางเขน;Mega Bangna - Bang Khen,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,เมกาบางนา - บางเขน,Mega Bangna - Bang Khen,,未提供中文；保留泰文/英文原名,
3,公交车,389,BMTA,3-7E (25),แพรกษาบ่อดิน - สนามหลวง;Phraeksa Bo Din - Sanam Luang,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,แพรกษาบ่อดิน - สนามหลวง,Phraeksa Bo Din - Sanam Luang,,未提供中文；保留泰文/英文原名,
3,公交车,392,BMTA,1-35E (26E),มีนบุรี - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน);Minburi - Victory Monument,รถโดยสารประจำทาง ขสมก รถปรับอากาศ BLK (ทางด่วน);Bangkok Mass Transit Authority Air Condition BLK (expressway),3,05ADFB,มีนบุรี - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),Minburi - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,409,BMTA,2-5 (32),ปากเกร็ด - วัดโพธิ์;Pak Kret - Wat Pho,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ปากเกร็ด - วัดโพธิ์,Pak Kret - Wat Pho,,未提供中文；保留泰文/英文原名,
3,公交车,411,BMTA,2-6 (33),ปทุมธานี - เทเวศร์;Pathumthani - Thewet,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,ปทุมธานี - เทเวศร์,Pathumthani - Thewet,,未提供中文；保留泰文/英文原名,
3,公交车,412,TSB,34X,รังสิต - แยก คปอ.;Rangsit - Yaek Kor Por Aor,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,รังสิต - แยก คปอ.,Rangsit - Yaek Kor Por Aor,,未提供中文；保留泰文/英文原名,
3,公交车,421,TSB,1-5 (39),รังสิต - อนุสาวรีย์ชัยสมรภูมิ;Rungsit - Victory Monument,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,รังสิต - อนุสาวรีย์ชัยสมรภูมิ,Rungsit - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,422,TSB,1-4 (39),มหาวิทยาลัยธรรมศาสตร์(ศูนย์รังสิต) - บางเขน;Rangsit - bangkhen,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,มหาวิทยาลัยธรรมศาสตร์(ศูนย์รังสิต) - บางเขน,Rangsit - bangkhen,,未提供中文；保留泰文/英文原名,
3,公交车,436,BMTA,3-41 (47),ท่าเรือคลองเตย - สนง.ที่ดินกรุงเทพฯ;Khlong Toey - Bangkok Metropolitan Land Office,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ท่าเรือคลองเตย - สนง.ที่ดินกรุงเทพฯ,Khlong Toey - Bangkok Metropolitan Land Office,,未提供中文；保留泰文/英文原名,
3,公交车,439,BMTA,2-43 (49),กรุงเทพอภิวัฒน์ - หัวลำโพง;Krung Thep Aphiwat - Hua Lamphong,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,กรุงเทพอภิวัฒน์ - หัวลำโพง,Krung Thep Aphiwat - Hua Lamphong,,未提供中文；保留泰文/英文原名,
3,公交车,446,TSB,1-18E (504E),รังสิต - บางรัก(ทางด่วน);Rangsit - Krungthep Bridge,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,รังสิต - บางรัก(ทางด่วน),Rangsit - Krungthep Bridge,,未提供中文；保留泰文/英文原名,
3,公交车,455,BMTA,511 [ท],ฟาร์มจระเข้สมุทรปราการ - สายใต้ใหม่ (ตลิ่งชัน);Samut Prakan Crocodile Farm  - Southern bus (Talingchan),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,ฟาร์มจระเข้สมุทรปราการ - สายใต้ใหม่ (ตลิ่งชัน),Samut Prakan Crocodile Farm  - Southern bus (Talingchan),,未提供中文；保留泰文/英文原名,
3,公交车,457,BMTA,515 ทางด่วน,เซ็นทรัลศาลายา - อนุสาวรีย์ชัยสมรภูมิ;Central Salaya - Victory Monument,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,เซ็นทรัลศาลายา - อนุสาวรีย์ชัยสมรภูมิ,Central Salaya - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,458,BMTA,2-25 (516),ม.บัวทองเคหะ - เทเวศร์;Buathong Keha Village - Thewet,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,ม.บัวทองเคหะ - เทเวศร์,Buathong Keha Village - Thewet,,未提供中文；保留泰文/英文原名,
3,公交车,462,BMTA,1-68 (520),ตลาดไท - มีนบุรี;Talaad Thai - Minburi,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ตลาดไท - มีนบุรี,Talaad Thai - Minburi,,未提供中文；保留泰文/英文原名,
3,公交车,463,BMTA,1-22E (522),อู่รังสิต - อนุสาวรีย์ชัยสมรภูมิ;Rangsit - Victory Monument,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,อู่รังสิต - อนุสาวรีย์ชัยสมรภูมิ,Rangsit - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,467,BMTA,2-9 (53R),เทเวศร์ - สนามหลวง (วนขวา);Thewet - Sanamluang,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,เทเวศร์ - สนามหลวง (วนขวา),Thewet - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,471,BMTA,2-44 (54),อู่พระราม 9 - สุทธิสาร - โบสถ์แม่พระ (วนซ้าย);RAMA 9 - Sutthisan - Fatima Church (Turn left),รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3 (พิเศษ);Bangkok Mass Transit Authority Ordinary Standard 3 (special),3,ff0000,อู่พระราม 9 - สุทธิสาร - โบสถ์แม่พระ (วนซ้าย),RAMA 9 - Sutthisan - Fatima Church (Turn left),,未提供中文；保留泰文/英文原名,
3,公交车,474,BMTA,1-25 (543),ลำลูกกา คลอง 7 - บางเขน;Lumlukka Klong 7 - Bangkhen,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,ลำลูกกา คลอง 7 - บางเขน,Lumlukka Klong 7 - Bangkhen,,未提供中文；保留泰文/英文原名,
3,公交车,475,BMTA,1-34 (543ก),นนทบุรี - บางเขน;Nonthaburi - Bangkhen,รถโดยสารประจำทาง ขสมก รถปรับอากาศ;Bangkok Mass Transit Authority Air Condition,3,0000e6,นนทบุรี - บางเขน,Nonthaburi - Bangkhen,,未提供中文；保留泰文/英文原名,
3,公交车,478,BMTA,S2 (554),[ท] สนามบินสุวรรณภูมิ - รังสิต;[E] Suvarnabhumi Airport - Rangsit,รถโดยสารประจำทาง เอกชน รถปรับอากาศ มาตรฐาน 2 ยูโรทู (ตามระยะ);Private Company Air Condition Stadard 2 EURO II (By the term),3,ffcc00,[ท] สนามบินสุวรรณภูมิ - รังสิต,[E] Suvarnabhumi Airport - Rangsit,,未提供中文；保留泰文/英文原名,
3,公交车,486,BMTA,1-8 (59),รังสิต - สนามหลวง;Rangsit - Sanamluang,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3 (พิเศษ);Bangkok Mass Transit Authority Ordinary Standard 3 (special),3,ff0000,รังสิต - สนามหลวง,Rangsit - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,487,BMTA,1-7E,รังสิต - สนามหลวง (ทางด่วน);Rangsit - Sanamluang (Expressway),รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,รังสิต - สนามหลวง (ทางด่วน),Rangsit - Sanamluang (Expressway),,未提供中文；保留泰文/英文原名,
3,公交车,495,BMTA,63,MRT พระนั่งเกล้า - อนุสาวรีย์ชัยสมรภูมิ;MRT Phra Nang Klao - Victory Monument,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3 (พิเศษ);Bangkok Mass Transit Authority Ordinary Standard 3 (special),3,ff0000,MRT พระนั่งเกล้า - อนุสาวรีย์ชัยสมรภูมิ,MRT Phra Nang Klao - Victory Monument,,未提供中文；保留泰文/英文原名,
3,公交车,497,TSB,2-11 (64),กระทรวงสาธารณสุข - สนามหลวง;Ministry of Public Health - Sanamluang,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,กระทรวงสาธารณสุข - สนามหลวง,Ministry of Public Health - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,501,BMTA,3-43 (67),วัดเสมียนนารี - เซ็นทรัลพระราม 3;Temple Samiennaree - Central Rama 3,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,วัดเสมียนนารี - เซ็นทรัลพระราม 3,Temple Samiennaree - Central Rama 3,,未提供中文；保留泰文/英文原名,
3,公交车,502,BMTA,68 มหาชัย,สมุทรสาคร - บางลำพู;Samutsakhon - Bang Lamphu,รถโดยสารประจำทาง เอกชน รถปรับอากาศ มาตรฐาน 2 ยูโรทู (ตลอดสาย);Private Company Air Condition Stadard 2 EURO II (Throughout the line,3,ffcc00,สมุทรสาคร - บางลำพู,Samutsakhon - Bang Lamphu,,未提供中文；保留泰文/英文原名,
3,公交车,512,BMTA,2-14 (70),ประชานิเวศน์ 3 - สนามหลวง;Prachaniwet 3 - Sanamluang,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,ประชานิเวศน์ 3 - สนามหลวง,Prachaniwet 3 - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,517,BMTA,3-46 (72),คลองเตย - เทเวศร์;Klongtoey - Thewet,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,FF0000,คลองเตย - เทเวศร์,Klongtoey - Thewet,,未提供中文；保留泰文/英文原名,
3,公交车,520,BMTA,2-45 (73),บ้านเอื้ออาทรบึงกุ่ม - สะพานพุทธ;Buengkum National Housing - Saphan Phut,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,fe9a2e,บ้านเอื้ออาทรบึงกุ่ม - สะพานพุทธ,Buengkum National Housing - Saphan Phut,,未提供中文；保留泰文/英文原名,
3,公交车,521,BMTA,74,คลองเตย - ห้วยขวาง ;Klong Toey - Huai Khwang,รถโดยสารประจำทาง เอกชน รถธรรมดา มาตรฐาน 3;Private Company Ordinary Standard 3,3,fb99cb,คลองเตย - ห้วยขวาง,Klong Toey - Huai Khwang,,未提供中文；保留泰文/英文原名,
3,公交车,526,BMTA,4-14 (76),แสมดำ - ประตูน้ำ;Samaedam - Pratunam,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,FE9A2E,แสมดำ - ประตูน้ำ,Samaedam - Pratunam,,未提供中文；保留泰文/英文原名,
3,公交车,545,TSB,88 เดิม,มจธ.บางขุนเทียน - ลาดหญ้า;KMUTT Bangkhunthian - Lat Ya,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,มจธ.บางขุนเทียน - ลาดหญ้า,KMUTT Bangkhunthian - Lat Ya,,未提供中文；保留泰文/英文原名,
3,公交车,551,BMTA,91,ม.เศรษฐกิจ (โรงเรียนอัสสัมชัญธนบุรี) - สนามหลวง;Setthakit Village - Sanamluang,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า;Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II,3,FE9A2E,ม.เศรษฐกิจ (โรงเรียนอัสสัมชัญธนบุรี) - สนามหลวง,Setthakit Village - Sanamluang,,未提供中文；保留泰文/英文原名,
3,公交车,552,BMTA,91ก,สนามหลวง  - สนามหลวง 2;Sanamluang - Sanamluang 2,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3;Bangkok Mass Transit Authority Ordinary Standard 3,3,ff0000,สนามหลวง  - สนามหลวง 2,Sanamluang - Sanamluang 2,,未提供中文；保留泰文/英文原名,
3,公交车,560,BMTA,1-11 (95ก),รังสิต - บางกะปิ;Rangsit - Bangkapi,รถโดยสารประจำทาง ขสมก รถธรรมดา มาตรฐาน 3 (พิเศษ);Bangkok Mass Transit Authority Ordinary Standard 3 (special),3,ff0000,รังสิต - บางกะปิ,Rangsit - Bangkapi,,未提供中文；保留泰文/英文原名,
3,公交车,564,TSB,2-15 (97),กระทรวงสาธารณสุข - รพ.สงฆ์;Ministry of Public Health - priest hospital,รถโดยสาร TSB รถปรับอากาศ;Bus TSB Air Condition,3,063970,กระทรวงสาธารณสุข - รพ.สงฆ์,Ministry of Public Health - priest hospital,,未提供中文；保留泰文/英文原名,
3,公交车,566,BMTA,A1,สนามบินดอนเมือง - หมอชิต 2;Donmueng Airport - Mochit 2,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า (สนามบิน);Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II (Airport),3,fe9a2e,สนามบินดอนเมือง - หมอชิต 2,Donmueng Airport - Mochit 2,,未提供中文；保留泰文/英文原名,
3,公交车,567,BMTA,A2,สนามบินดอนเมือง - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน);Donmueng Airport - Victory Monument (expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า (สนามบิน);Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II (Airport),3,fe9a2e,สนามบินดอนเมือง - อนุสาวรีย์ชัยสมรภูมิ (ทางด่วน),Donmueng Airport - Victory Monument (expressway),,未提供中文；保留泰文/英文原名,
3,公交车,568,BMTA,A3,สนามบินดอนเมือง - สวนลุมพินี (ทางด่วน);Donmueng Airport Bus Terminal - suan lum (expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า (สนามบิน);Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II (Airport),3,fe9a2e,สนามบินดอนเมือง - สวนลุมพินี (ทางด่วน),Donmueng Airport Bus Terminal - suan lum (expressway),,未提供中文；保留泰文/英文原名,
3,公交车,569,BMTA,A4,สนามบินดอนเมือง - สนามหลวง (ทางด่วน);Donmueng Airport - Sanamluang (expressway),รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า (สนามบิน);Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II (Airport),3,fe9a2e,สนามบินดอนเมือง - สนามหลวง (ทางด่วน),Donmueng Airport - Sanamluang (expressway),,未提供中文；保留泰文/英文原名,
3,公交车,571,BMTA,S1,สนามบินสุวรรณภูมิ - สนามหลวง;suvarnabhumiairport - sanamliang,รถโดยสารประจำทาง ขสมก รถปรับอากาศ มาตรฐาน 2 ยูโรทู/เทียบเท่า (สนามบิน);Bangkok Mass Transit Authority Air Condition Stadard 2 EURO II (Airport),3,FE9A2E,สนามบินสุวรรณภูมิ - สนามหลวง,suvarnabhumiairport - sanamliang,,未提供中文；保留泰文/英文原名,
3,公交车,572,TC,83,กรุงเทพฯ-นครปฐม;Bangkok - Nakhon Pathom,รถโดยสารในเขตปริมณฑล รถโดยสารในเขตปริมณฑล;Provincial Bus Provincial Bus,3,9400d3,กรุงเทพฯ-นครปฐม,Bangkok - Nakhon Pathom,,未提供中文；保留泰文/英文原名,
